MarketName,High,Low,Volume,Last,BaseVolume,Bid,Ask,OpenBuyOrders,OpenSellOrders,PrevDay,Created
USDT-BTC,6640,6330.0000005,5394.02619262,6583.1105,3.500942197742709e+07,6583.11049999,6583.1105,9956,2117,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.89771311,6583.1105,3.499589207989416e+07,6583.1105,6585,9958,2119,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.89771311,6583.1105,3.499589207989416e+07,6583.1105,6585,9958,2119,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.86710697,6583.1105,3.499570148471287e+07,6583.1105,6585,9966,2118,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.86710697,6583.1105,3.499570148471287e+07,6583.1105,6585,9966,2118,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.86710697,6583.1105,3.499570148471287e+07,6583.1105,6585,9966,2118,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.21283627,6584.9,3.49915350338301e+07,6583.1105,6584.9,9967,2120,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.21283627,6584.9,3.49915350338301e+07,6583.1105,6584.9,9967,2120,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.21283627,6584.9,3.49915350338301e+07,6583.1105,6584.5,9967,2120,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5390.94186853,6584.5,3.498981642326771e+07,6583.1105,6584.9,9968,2122,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5390.94186853,6584.5,3.498981642326771e+07,6583.1105,6584.9,9968,2122,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.04129598,6584.5,3.499047110331223e+07,6583.1105,6584.5,9967,2121,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.07931315,6584.5,3.499072880029572e+07,6583.1105,6584.5,9971,2119,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.55971683,6583.1105,3.500057708869743e+07,6583.1105,6584.5,9969,2123,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.55971683,6583.1105,3.500057708869743e+07,6583.1105,6584.5,9969,2123,6378,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.47555536,6584.5,3.5000063307807e+07,6583.1105,6584.5,9973,2120,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.47555536,6584.5,3.5000063307807e+07,6583.1105,6584.5,9973,2120,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.47555536,6584.5,3.5000063307807e+07,6583.1105,6584.5,9973,2120,6376,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.63553736,6584.5,3.499474472036464e+07,6584.5,6584.9,9976,2121,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.63553736,6584.5,3.499474472036464e+07,6584.5,6584.9,9976,2121,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.63553736,6584.5,3.499474472036464e+07,6584.5,6584.9,9976,2121,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.62827834,6584.5,3.499469863249718e+07,6584.5,6584.9,9978,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.62827834,6584.5,3.499469863249718e+07,6584.5,6584.9,9978,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.62827834,6584.5,3.499469863249718e+07,6584.5,6584.9,9978,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.19918987,6584.9,3.497920410099316e+07,6584.5,6584.9,9955,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5383.8813319,6584.9,3.49453692929197e+07,6584.5,6584.9,9976,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5384.20086071,6584.9,3.494750630218066e+07,6584.5,6584.9,9978,2122,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5384.21599958,6584.9,3.494760599012572e+07,6584.5,6584.9,9979,2121,6379,2015-12-11T06:31:40.633
